IDTIPOORGPOLITICA;TXTIPOORGPOLITICA;IDORGPOLITICA;TXORGPOLITICA;TXUBIGEO
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000012;SIEMBRA PAZ Y COSECHA AMOR;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000013;LUCHA CONTRA LA CORRUPCIÓN;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000014;SOMOS EL FUTURO DEL MUNDO;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000015;NACIÓ LA ESPERANZA;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000016;CREEMOS EN NUESTRAS POSIBILIDADES;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000017;PAZ, ARMONÍA Y AMOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000018;CONSTRUYAMOS UN MUNDO MEJOR;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000019;DEMOCRACIA PARA VIVIR EN PAZ;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000020;NADIE NOS PROMETIÓ UN JARDÍN DE ROSAS;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000021;AMAR ES COMPARTIR;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000022;DIOS ES EL CAMINO DE VIDA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000023;SIN MENTIRAS NI DEMAGOGIA;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
13;Candidato Representante al Parlamento Andino;00000024;CUANDO PASE EL TEMBLOR;000000
